SubjectID,WhichTask,Sequenz,Word,KeyName,RT,Condition,Correct,AnswerType,d_e_sw,e_d_sw,Trigger_Sent,Word_Pseudoword,Language,Test
CN1,switch,P,Scrashle,RightArrow,0.754747867584229,nsw_p_p,1,p_p_crj,NaN,NaN,319,2,3,2
CN1,switch,D,Trommel,LeftArrow,0.607486963272095,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CN1,switch,E,Cornet,LeftArrow,1.12232208251953,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
CN1,switch,P,Senlau,RightArrow,0.660090923309326,nsw_e_p,1,e_p_crj,NaN,NaN,316,2,3,2
CN1,switch,P,Bautin,RightArrow,0.782911062240601,nsw_p_p,1,p_p_crj,NaN,NaN,319,2,3,2
CN1,switch,E,Rabbit,LeftArrow,0.539186000823975,nsw_p_e,1,p_e_hit,NaN,NaN,318,1,2,2
CN1,switch,E,Upbeat,LeftArrow,0.73828911781311,nsw_e_e,1,e_e_hit,NaN,NaN,315,1,2,2
CN1,switch,P,Weuka,RightArrow,0.532925844192505,nsw_e_p,1,e_p_crj,NaN,NaN,316,2,3,2
CN1,switch,D,Hummel,LeftArrow,0.470103979110718,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CN1,switch,P,Sonchain,RightArrow,0.601341009140015,nsw_d_p,1,d_p_crj,NaN,NaN,313,2,3,2
CN1,switch,E,Ankle,LeftArrow,0.574245929718018,nsw_p_e,1,p_e_hit,NaN,NaN,318,1,2,2
CN1,switch,D,Fenchel,LeftArrow,0.747334957122803,sw_e_d,1,e_d_hit,NaN,1,314,1,1,2
CN1,switch,D,Auto,LeftArrow,0.457868099212646,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CN1,switch,E,Candle,LeftArrow,0.513411045074463,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
CN1,switch,D,Zirkel,LeftArrow,0.60642409324646,sw_e_d,1,e_d_hit,NaN,1,314,1,1,2
CN1,switch,D,Eisen,LeftArrow,0.397836923599243,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CN1,switch,P,Zenschirr,RightArrow,0.701073169708252,nsw_d_p,1,d_p_crj,NaN,NaN,313,2,3,2
CN1,switch,D,Geige,LeftArrow,0.609888076782227,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CN1,switch,D,Geschirr,LeftArrow,0.584389925003052,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CN1,switch,E,Clinic,LeftArrow,0.577332019805908,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
